,carrier,p_nom,bus,yearcommissioned,retrofit,year_removed
DE0 8 ror,ror,0.16,DE0 8,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.033,DE0 14,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.13,DE0 8,1957.0,1957.0,2057.0
DE0 1 ror,ror,1.033,DE0 1,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.115,DE0 6,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.14,DE0 15,1957.0,1957.0,2057.0
DE0 13 ror,ror,1.5590000000000002,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.075,DE0 8,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.055,DE0 13,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.06,DE0 3,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.25,DE0 13,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.05,DE0 6,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.09,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.718,DE0 13,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.21,DE0 6,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.3,DE0 3,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.045,DE0 8,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.045,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.055,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.038,DE0 0,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.22,DE0 8,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.0735,DE0 7,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.1,DE0 6,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.09,DE0 0,1957.0,1957.0,2057.0
DE0 10 ror,ror,0.17,DE0 10,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.075,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.037,DE0 8,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.48,DE0 6,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.32,DE0 15,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.151,DE0 15,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.18,DE0 5,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.48,DE0 4,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.25,DE0 7,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.49,DE0 8,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.075,DE0 7,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.25,DE0 7,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.45,DE0 4,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.038,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.115,DE0 0,1957.0,1957.0,2057.0
DE0 11 ror,ror,0.065,DE0 11,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.118,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.055,DE0 5,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.048,DE0 13,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.25,DE0 15,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.045,DE0 5,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.75,DE0 4,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.06,DE0 15,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.06,DE0 0,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.47,DE0 4,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.185,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.228,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.033,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.04,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,2.76,DE0 0,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.045,DE0 5,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.08,DE0 4,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.075,DE0 5,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.075,DE0 8,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.132,DE0 15,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.746,DE0 8,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.1,DE0 0,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.048,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.035,DE0 8,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.078,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.045,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.056,DE0 13,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.04636,DE0 4,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.08,DE0 5,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.215,DE0 4,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.037,DE0 6,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.08,DE0 8,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.13,DE0 9,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.16,DE0 7,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.21,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.037,DE0 5,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.11,DE0 6,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.15,DE0 0,1957.0,1957.0,2057.0
DE0 1 ror,ror,0.15,DE0 1,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.05,DE0 4,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.22,DE0 8,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.037,DE0 5,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.066,DE0 0,1957.0,1957.0,2057.0
DE0 15 ror,ror,1.5,DE0 15,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.16,DE0 9,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.468,DE0 4,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.033,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.095,DE0 0,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.115,DE0 15,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.09,DE0 8,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.98,DE0 3,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.0485,DE0 0,1957.0,1957.0,2057.0
DE0 10 ror,ror,0.15,DE0 10,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.085,DE0 14,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.585,DE0 4,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.1669999999999999,DE0 4,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.25,DE0 4,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.29,DE0 4,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.09,DE0 3,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.09,DE0 8,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.038,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.036,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.05,DE0 13,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.075,DE0 4,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.067,DE0 7,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.12,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.035,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.475,DE0 8,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.3,DE0 9,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.29,DE0 7,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.11,DE0 6,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.0955,DE0 8,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.45,DE0 4,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.075,DE0 5,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.447,DE0 8,1957.0,1957.0,2057.0
DE0 9 ror,ror,1.45,DE0 9,1957.0,1957.0,2057.0
DE0 4 ror,ror,1.0,DE0 4,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.045,DE0 6,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.16,DE0 8,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.188,DE0 13,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.655,DE0 4,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.06,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.035,DE0 8,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.5,DE0 9,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.07,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.26,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.622,DE0 8,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.083,DE0 6,1957.0,1957.0,2057.0
DE0 7 ror,ror,1.2,DE0 7,1957.0,1957.0,2057.0
DE0 11 ror,ror,0.095,DE0 11,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.12,DE0 4,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.032,DE0 0,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.585,DE0 4,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.6,DE0 7,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.11,DE0 4,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.034,DE0 0,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.11,DE0 15,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.096,DE0 13,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.093,DE0 4,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.052,DE0 0,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.0788,DE0 5,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.33,DE0 8,1957.0,1957.0,2057.0
DE0 13 ror,ror,1.2,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.13,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.1,DE0 13,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.28,DE0 4,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.037,DE0 13,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.312,DE0 7,1957.0,1957.0,2057.0
DE0 1 ror,ror,0.45,DE0 1,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.075,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.05,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.35,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.072,DE0 8,1957.0,1957.0,2057.0
DE0 4 ror,ror,1.5,DE0 4,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.055,DE0 8,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.0368,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.07,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.2,DE0 0,1957.0,1957.0,2057.0
DE0 9 ror,ror,4.5,DE0 9,1957.0,1957.0,2057.0
DE0 6 ror,ror,4.2,DE0 6,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.227,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.225,DE0 0,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.5,DE0 15,1957.0,1957.0,2057.0
DE0 9 ror,ror,1.45,DE0 9,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.757,DE0 4,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.33,DE0 8,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.779,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.33,DE0 8,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.27,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.25,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.334,DE0 5,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.08,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.39,DE0 8,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.2611,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.11,DE0 8,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.07,DE0 7,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.09,DE0 13,1957.0,1957.0,2057.0
DE0 10 ror,ror,0.17,DE0 10,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.04,DE0 8,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.624,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.04,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.06,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.3697,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.0342,DE0 0,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.045,DE0 5,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.245,DE0 7,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.5,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.0421,DE0 13,1957.0,1957.0,2057.0
DE0 6 ror,ror,47.1,DE0 6,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.06,DE0 3,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.132,DE0 4,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.41,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.16,DE0 8,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.108,DE0 9,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.055,DE0 0,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.32,DE0 7,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.037,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,26.56,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.09,DE0 0,1957.0,1957.0,2057.0
DE0 5 ror,ror,1.3,DE0 5,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.21,DE0 4,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.04,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.09,DE0 5,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.034,DE0 6,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.26,DE0 4,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.165,DE0 4,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.09,DE0 7,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.04,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.045,DE0 0,1957.0,1957.0,2057.0
DE0 11 ror,ror,0.095,DE0 11,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.292,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.056,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.084,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.078,DE0 0,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.099,DE0 5,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.067,DE0 0,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.32,DE0 9,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.135,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.039,DE0 0,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.045,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.06,DE0 8,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.045,DE0 4,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.07,DE0 8,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.27,DE0 4,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.037,DE0 14,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.075,DE0 8,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.15403,DE0 3,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.075,DE0 8,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.075,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.17,DE0 0,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.045,DE0 9,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.055,DE0 13,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.5840000000000001,DE0 4,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.037,DE0 8,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.055,DE0 14,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.4,DE0 4,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.091,DE0 6,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.15,DE0 5,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.06,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.036,DE0 0,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.2,DE0 8,1957.0,1957.0,2057.0
DE0 4 ror,ror,31.3,DE0 4,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.146,DE0 8,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.655,DE0 4,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.495,DE0 8,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.145,DE0 0,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.36,DE0 4,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.44,DE0 14,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.19,DE0 14,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.165,DE0 5,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.344,DE0 8,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.64,DE0 13,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.078,DE0 3,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.048,DE0 3,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.07,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.043,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.1,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.0465,DE0 0,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.09,DE0 8,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.14,DE0 14,1957.0,1957.0,2057.0
DE0 14 ror,ror,19.0,DE0 14,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.048,DE0 7,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.045,DE0 0,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.25,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.6,DE0 8,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.19,DE0 5,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.045,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.035,DE0 0,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.585,DE0 5,1957.0,1957.0,2057.0
DE0 13 ror,ror,1.42,DE0 13,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.49,DE0 15,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.23,DE0 7,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.4,DE0 7,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.06,DE0 4,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.055,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.49,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.053,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.068,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.124,DE0 5,1957.0,1957.0,2057.0
DE0 15 ror,ror,4.799999999999999,DE0 15,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.095,DE0 4,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.0378,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.075,DE0 5,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.03648,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.08,DE0 0,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.06,DE0 14,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.089,DE0 5,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.0954,DE0 9,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.395,DE0 4,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.114,DE0 3,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.16,DE0 7,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.18,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.07,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.04,DE0 5,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.15,DE0 7,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.09,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.16,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.095,DE0 8,1957.0,1957.0,2057.0
DE0 7 ror,ror,1.893,DE0 7,1957.0,1957.0,2057.0
DE0 8 ror,ror,1.0,DE0 8,1957.0,1957.0,2057.0
DE0 1 lignite,lignite,3406.0,DE0 1,1965.0,2009.0,2054.0
DE0 1 CCGT,CCGT,525.09170841,DE0 1,2007.0,2007.0,2047.0
DE0 1 CCGT,CCGT,763.08291438,DE0 1,1976.0,2011.0,2051.0
DE0 13 CCGT,CCGT,1771.71231111,DE0 13,2010.0,2011.0,2051.0
DE0 4 lignite,lignite,2790.0,DE0 4,1981.0,1996.0,2041.0
DE0 11 OCGT,OCGT,206.51088772,DE0 11,1981.0,2017.0,2057.0
DE0 1 CCGT,CCGT,1548.8316579,DE0 1,2006.0,2013.0,2053.0
DE0 4 CCGT,CCGT,327.3953098,DE0 4,1995.0,1995.0,2035.0
DE0 4 lignite,lignite,1750.0,DE0 4,1999.0,2000.0,2045.0
DE0 1 lignite,lignite,2091.0,DE0 1,1972.0,1976.0,2021.0
DE0 3 CCGT,CCGT,968.586431916,DE0 3,1976.0,2000.0,2040.0
DE0 3 CCGT,CCGT,15.11055276,DE0 3,2003.0,2003.0,2043.0
DE0 15 CCGT,CCGT,795.82244536,DE0 15,1973.0,1984.0,2024.0
DE0 11 CCGT,CCGT,559.09045212,DE0 11,1996.0,1996.0,2036.0
DE0 4 lignite,lignite,2427.0,DE0 4,1979.0,2012.0,2057.0
DE0 3 CCGT,CCGT,444.50209369,DE0 3,1998.0,1998.0,2038.0
DE0 1 CCGT,CCGT,737.89865978,DE0 1,2000.0,2000.0,2040.0
DE0 12 CCGT,CCGT,2313.17378501,DE0 12,1973.0,2010.0,2050.0
DE0 1 lignite,lignite,562.0,DE0 1,1966.0,1990.0,2035.0
DE0 11 OCGT,OCGT,181.32663312,DE0 11,1975.0,2000.0,2040.0
DE0 7 lignite,lignite,900.0,DE0 7,1996.0,1996.0,2041.0
DE0 4 lignite,lignite,1500.0,DE0 4,1997.0,1998.0,2043.0
DE0 12 CCGT,CCGT,559.720058485,DE0 12,2016.0,2016.0,2056.0
DE0 1 CCGT,CCGT,155.512772155,DE0 1,2004.0,2010.0,2050.0
DE0 9 CCGT,CCGT,289.6189279,DE0 9,1998.0,2013.0,2053.0
DE0 4 CCGT,CCGT,210.28852591,DE0 4,1996.0,2010.0,2050.0
DE0 13 CCGT,CCGT,214.0661641,DE0 13,1979.0,2001.0,2041.0
DE0 12 OCGT,OCGT,404.20728633,DE0 12,1978.0,2006.0,2046.0
DE0 13 CCGT,CCGT,820.880778687,DE0 13,1980.0,2004.0,2044.0
DE0 3 OCGT,OCGT,88.1448911,DE0 3,2004.0,2004.0,2044.0
DE0 11 oil,oil,333.5,DE0 11,1972.0,2011.0,2051.0
DE0 0 CCGT,CCGT,188.8819095,DE0 0,2005.0,2005.0,2045.0
DE0 2 oil,oil,256.0,DE0 2,1982.0,1982.0,2022.0
DE0 15 CCGT,CCGT,1070.3308205,DE0 15,1994.0,1994.0,2034.0
DE0 1 OCGT,OCGT,1441.79857585,DE0 1,1994.0,1994.0,2034.0
DE0 11 OCGT,OCGT,181.32663312,DE0 11,1972.0,1998.0,2038.0
DE0 9 lignite,lignite,352.0,DE0 9,1985.0,2002.0,2047.0
DE0 1 CCGT,CCGT,1099.166792017,DE0 1,2005.0,2016.0,2056.0
DE0 13 OCGT,OCGT,184.663173633556,DE0 13,1994.0,1994.0,2034.0
DE0 1 OCGT,OCGT,314.8031825,DE0 1,1994.0,1994.0,2034.0
DE0 9 OCGT,OCGT,125.921273,DE0 9,1994.0,1994.0,2034.0
DE0 0 OCGT,OCGT,71.77512561,DE0 0,2007.0,2007.0,2047.0
DE0 7 OCGT,OCGT,13.85134003,DE0 7,1996.0,1996.0,2036.0
DE0 7 CCGT,CCGT,137.380108843,DE0 7,1999.0,2014.0,2054.0
DE0 13 OCGT,OCGT,20.14740368,DE0 13,2017.0,2017.0,2057.0
DE0 1 OCGT,OCGT,32.73953098,DE0 1,2004.0,2004.0,2044.0
DE0 6 CCGT,CCGT,153.62395306,DE0 6,1971.0,2009.0,2049.0
DE0 6 oil,oil,24.8,DE0 6,2011.0,2011.0,2051.0
DE0 8 OCGT,OCGT,36.769011716,DE0 8,2018.0,2018.0,2058.0
DE0 13 OCGT,OCGT,92.048450563,DE0 13,2002.0,2002.0,2042.0
DE0 7 OCGT,OCGT,93.18174202,DE0 7,1996.0,1996.0,2036.0
DE0 5 CCGT,CCGT,50.3685092,DE0 5,1998.0,1998.0,2038.0
DE0 4 lignite,lignite,49.0,DE0 4,1996.0,1996.0,2041.0
DE0 4 lignite,lignite,74.0,DE0 4,1999.0,1999.0,2044.0
DE0 3 OCGT,OCGT,119.121524258,DE0 3,2013.0,2013.0,2053.0
DE0 4 lignite,lignite,147.6,DE0 4,1988.0,2010.0,2055.0
DE0 3 OCGT,OCGT,16.999371855,DE0 3,2001.0,2001.0,2041.0
DE0 1 OCGT,OCGT,15.866080398,DE0 1,2011.0,2011.0,2051.0
DE0 4 CCGT,CCGT,16.508278890299998,DE0 4,1993.0,1993.0,2033.0
DE0 12 CCGT,CCGT,184.474664945,DE0 12,1981.0,1981.0,2021.0
DE0 11 CCGT,CCGT,201.4740368,DE0 11,1994.0,1994.0,2034.0
DE0 9 CCGT,CCGT,16.36976549,DE0 9,2000.0,2000.0,2040.0
DE0 2 OCGT,OCGT,28.96189279,DE0 2,1994.0,1994.0,2034.0
DE0 7 CCGT,CCGT,49.10929647,DE0 7,1998.0,1998.0,2038.0
DE0 1 CCGT,CCGT,131.08404519299998,DE0 1,2005.0,2005.0,2045.0
DE0 4 CCGT,CCGT,192.785468963,DE0 4,2005.0,2013.0,2053.0
DE0 13 oil,oil,92.8,DE0 13,1982.0,1982.0,2022.0
DE0 8 OCGT,OCGT,23.799120597,DE0 8,2014.0,2014.0,2054.0
